Name,Compound ID,InChIKey,SMILES,logS,logP,MW
,C2570,YXFVVABEGXRONW-UHFFFAOYSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@H](O)C)C)C,-5.715565905,4.387,320.509
,C6291,YXGDVAFWTHMZRW-UHFFFAOYSA-N,CN1C2CCC1CN(C2)C(=O)c1ccc(cc1)CC(=O)O,-2.539792081,1.1081,288.342
,C1000,YXIWHUQXZSMYRE-UHFFFAOYSA-N,Cc1ccccc1,-2.21,1.995,92.1384
,C7694,YXJHJCDOUFKMBG-BMZHGHOISA-M,CCCC(C(OC(=O)N)C)COC(=O)N,-1.600972916,2.3824,218.25
,C667,YXJLHNFODZRWOV-UHFFFAOYSA-N,Sc1nc2c(s1)cccc2,-3.1800001,2.585,167.251
,C7109,YXKTVDFXDRQTKV-HNNXBMFYSA-N,OC[C@H]([C@H]([C@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[n-]c2=O)C)O)O)O.[Na+],-2.032064199,-1.986,408.425
,C9074,YXNTXDQIDINLRU-UHFFFAOYSA-N,OS(=O)(=O)SCCNCC1CCC1,-0.078643821,2.3838,225.329
,C4881,YXOLAZRVSSWPPT-UHFFFAOYSA-N,CN([C@H](Cc1ccccc1)C)Cc1ccccc1,-3.474393747,3.7496,239.355
,C7965,YXTRQSJMIXMKRY-UHFFFAOYSA-N,CNC(CC(=O)c1ccccc1)(C)C.Cl,-1.398382649,3.4503,227.73
,C700,YXUJYFMPMLQKNJ-UHFFFAOYSA-N,Oc1ccc(c(c1)O)c1oc2cc(O)cc(c2c(=O)c1O)O,-3.0799999,1.988,302.236
,C2395,YXVCLPJQTZXJLH-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1ccc(c(c1)OC)OC)CCN(CC)CC.Cl,-6.031897383,5.4385,495.051
,C2350,YXVFYQXJAXKLAK-UHFFFAOYSA-N,C1CCC(CC1)NCC1CCC(CC1)CNC1CCCCC1.Cl.Cl,-6.104942883,7.0232,379.451
,C6753,YXWKGHSFQVHHSO-UHFFFAOYSA-M,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCOP(=O)(OP(=O)(O)O)O.[Cl-],-2.246338188,-1.5731,460.767
,C579,YXYJKSUNCFFNLM-UHFFFAOYSA-N,Oc1ccc(cc1)c1ccccc1,-3.48,3.0592,170.207
,C9441,YXZFFTJAHVMMLF-UHFFFAOYSA-N,C[N+](CCC[n+]1ccc2c(c1)c1ccccc1[nH]2)(C)C.[Br-].[Br-],0.367340277,-3.2871,429.193
,C9280,YYBNDIVPHIWTPK-KYJQVDHRSA-N,NCCCNCCCSP(=O)(O)O.NCCCNCCCSP(=O)(O)O.O.O.O.O.O,0.260614366,2.1425,546.575
,C749,YYBRXCSJBNBHBZ-UHFFFAOYSA-N,BrCCC(C)C,-2.8900001,2.4274,151.045
,C9232,YYCRAERBSFHMPL-XFKAJCMBSA-N,OS(=O)(=O)O.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C,0.187905224,4.7634,648.771
,C5995,YYEAOJQVTHGSAL-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)C)c1cccnc1.Cl.Cl,-2.719067766,4.2778,349.296
,C6421,YYGNTYWPHWGJRM-AAJYLUCBSA-N,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)C=CC1=O)C,-2.459005977,0.7621,313.348
,C4960,YYLJRENQBJIZGV-UHFFFAOYSA-N,CN1CCCC(C1)OC(=O)Nc1c(C)cccc1C,-3.414564661,2.957,262.347
,C1717,YYLLIJHXUHJATK-UHFFFAOYSA-N,C/C(=C\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,-14.59236714,10.605,410.718
,C2032,YYMCYJLIYNNOMK-MEKDEQNOSA-N,BrCCN(c1ccc(cc1)OC(=O)c1ccccc1C)CCBr,-7.060267847,4.8104,441.157
,C1176,YYNNRJWNBXEQTP-CQSZACIVSA-N,CC(=O)OC1CCCCC1,-1.67,1.8822,142.196
,C9877,YYNNRJWNBXEQTP-UHFFFAOYSA-N,OC1C[C@@H]2CC[C@H](C1)N2,0.851725707,0.5905,127.184
,C3788,YYQRGCZGSFRBAM-UHFFFAOYSA-N,OC(=O)[C@H](NS(=O)(=O)c1ccc(cc1)Br)Cc1ccccc1,-4.258271222,3.895,384.245
,C3787,YYRAOUMHYSDVJT-CZPWWGKQSA-N,OC(=O)C(NS(=O)(=O)c1ccc(cc1)Br)Cc1ccccc1,-4.258271222,3.895,384.245
,C7355,YYRYCTNXXHOENE-UHFFFAOYSA-N,ClC(COP(=O)(O)O)(Cl)Cl,-1.841372705,1.4659,229.384
,C2942,YYUAYBYLJSNDCX-UHFFFAOYSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.COc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.175773656,2.5172,527.606
,C7041,YYZUSRORWSJGET-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,-2.062032342,2.2737,321.37
,C4071,YZCWLXAKCWCVOV-UHFFFAOYSA-N,Cc1onc(c1)NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,-4.062032571,2.5741,335.335
,C598,YZERDTREOUSUHF-UHFFFAOYSA-N,CCCCCCCC(=O)OCC,-3.3900001,2.91,172.265
,C6215,YZEUHQHUFTYLPH-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccccc1)COc1ccccc1C(=O)C,-2.588133899,2.454,354.443
,C7870,YZFFIXWTRCZRMX-UHFFFAOYSA-N,Fc1c(F)c(C(=O)O)c(c(c1F)F)F,-1.479472378,2.0803,212.074
,C8781,YZFWTZACSRHJQD-UHFFFAOYSA-N,[O-][N+](=O)c1ncc[nH]1,-0.545244901,0.8411,113.075
,C6109,YZIYKJHYYHPJIB-UUPCJSQJSA-N,CCCCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-],-2.654637482,-1.8206,331.835
,C3116,YZKZXTBSUSEYQZ-UHFFFAOYSA-N,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCC1(C)CCCCC1,-4.964077079,4.2587,333.445
,C3954,YZLDURCREAJHLI-UHFFFAOYSA-N,N/C(=N\CCCCCC/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)/N=C(/Nc1ccc(cc1)Cl)\N.OC[C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O.OC[C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O,-4.13758348,-0.7024,897.757
,C2402,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,OP(=O)(O)O.CCOc1ccc(cc1OC)Cc1nc(C)cc2c1cc(OC)c(c2)OC,-6.017555248,3.6299,465.433
,C3649,YZNQMPPBWQTLFJ-TUFAYURCSA-N,CN1C(C)(C)CCC(C1(C)C)OC(=O)C(c1ccccc1)(c1ccccc1)O,-4.388388146,4.055,381.508
,C989,YZWKKMVJZFACSU-UHFFFAOYSA-N,Nc1ccc(cc1)S(=O)(=O)Nc1cc(C)nc(n1)C,-2.24,3.2114,278.33
,C3032,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-5.068781662,3.1326,432.55
,C702,YZZVKLJKDFFSFL-UHFFFAOYSA-N,CCCCCBr,-3.0699999,2.5715,151.045
,C2055,ZACYCASOUWSTFF-UHFFFAOYSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,-6.986482276,6.2167,304.467
,C447,ZAEBUEMQCGDBRC-UHFFFAOYSA-N,COc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,-4.02,4.0144,261.917
,C6997,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O=C1Oc2c(C1(CC[NH+]1CCOCC1)c1ccccc1)cccc2.[Cl-],-2.087774189,-0.2299,359.847
,C7943,ZAGQHNDTRBHZTO-UHFFFAOYSA-N,CN1C2CCC1CN(C2)CCOC(=O)c1ccc(cc1)N,-1.424040514,1.661,289.373
,C1355,ZAHQPTJLOCWVPG-UHFFFAOYSA-N,CC(OC(C)C)C,-1.1,1.8198,102.175
,C2621,ZAHXYMFVNNUHCP-UHFFFAOYSA-N,CCCC(COC(=O)N(CC)CC)(COC(=O)N(CC)CC)C,-5.62205371,3.7496,330.463
,C7360,ZAJNGDIORYACQU-UHFFFAOYSA-N,OCCNCCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCCNCCO.Cl.Cl,-1.83876851,2.3926,517.403
,C4335,ZAKOWWREFLAJOT-CEFNRUSXSA-N,C1CN=C(N1)Cc1cccc2c1cccc2.[O-][N+](=O)O,-3.852295679,2.3239,273.287
,C626,ZAMACTJOCIFTPJ-UHFFFAOYSA-N,CCCCCCCCC(=O)C,-3.3099999,3.326,156.265
,C1727,ZAOHKACVOFGZOI-UHFFFAOYSA-N,C[C@@H](CCC[C@]1(C)CCc2c(O1)c(C)c(c(c2C)OC(=O)C)C)CCC[C@@H](CCCC(C)C)C,-12.55736392,9.0599,472.743
,C1928,ZAPMTSHEXFEPSD-UHFFFAOYSA-N,CCOS(=O)(=O)c1cc(cc2c1ccc(c2)C(C)(C)C)C(C)(C)C,-7.594084617,6.2408,348.5
,C5966,ZATQNAGGARBGCM-UHFFFAOYSA-N,CN(Cc1c(Cl)cccc1NC(=O)c1ccccc1)CC(=O)N1CCOCC1.Cl,-2.739273241,3.6958,438.347
,C9450,ZAWVEQPFRDHWIY-UHFFFAOYSA-N,ClCCN1CCOCC1,0.376466153,0.4953,149.619
,C9117,ZAXKSTCANCQSEB-UHFFFAOYSA-N,CCOCC(COC(C)C)O,0.002059113,0.8088,162.227
,C1847,ZAYJPDOJULPTEJ-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)CNCC1CCC(CC1)CNCc1ccc(cc1Cl)Cl.Cl.Cl,-8.436839231,9.3718,533.189
,C6290,ZBAFFZBKCMWUHM-UHFFFAOYSA-N,CN1CC2CCC(C1)N2C(=O)c1ccc(cc1)CC(=O)O,-2.539792081,1.1081,288.342
,C7040,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,CSc1c(Cl)nc(nc1N1CCN(CC1)C)N1CCOCC1,-2.062183064,1.5082,343.875
,C4451,ZBCBWPMODOFKDW-UHFFFAOYSA-N,CCC(=O)N(c1ccccn1)C(CN1CCCCC1)C,-3.761530306,2.6369,275.389
,C2808,ZBCOWAGFAVHZHK-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,-5.339383966,4.5298,479.525
,C9915,ZBEKOEYCWKIMGU-UHFFFAOYSA-N,OCCNCCO,0.978244419,-1.0485,105.136
,C2704,ZBGALQUZONQCFB-UHFFFAOYSA-N,OC(=O)C(=O)[O-].C[NH+](CCCn1c2ccc(cc2c2c1cccc2)Cl)C,-5.500606588,0.8034,376.834
,C8636,ZBIAKUMOEKILTF-UHFFFAOYSA-N,CCN1CCNC(=O)C1=O,-0.758319624,-0.7686,142.156
,C2285,ZBIWEHXTTKECOE-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)C)CCCl,-6.261299857,4.4982,352.255
,C4559,ZBJBRUSGEJORQL-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)CN1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,-3.691635735,5.6988,491.615
,C7195,ZBJWWKFMHOAPNS-UHFFFAOYSA-N,C#CCNC(=O)OCC(COC(=O)N)(CC)C,-1.964352836,1.9486,242.272
,C4433,ZBLIDPKQJOFMPF-UHFFFAOYSA-N,NC(=O)Oc1ccc(cc1)Cc1ccccc1,-3.776630866,3.4352,227.259
,C6756,ZBLNPMXAFVVOQK-UHFFFAOYSA-N,Ic1cc(c2c(c1O)nccc2)S(=O)(=O)O,-2.244418163,2.8725,351.118
,C4173,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CCCCOc1nc(OCCCC)cc(c1)C(=O)NN,-3.988358323,3.1341,281.351
,C6236,ZBRCAASZBMWIDA-QFPUCQTMSA-N,O=NN1C(C)(C)CCCC1(C)C,-2.569952569,2.6488,170.252
,C7568,ZBTMRBYMKUEVEU-UHFFFAOYSA-N,CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C,-1.693760133,2.6342,272.364
,C8792,ZBUVYROEHQQAKL-UHFFFAOYSA-N,O[C@H]([C@H]1OC(=O)[C@H]([C@H]1O)O)/C=N/NC(=O)c1ccncc1,-0.525610028,-1.8038,295.248
,C663,ZCBJDQBSLZREAA-UHFFFAOYSA-N,Cc1ccc(cc1)Br,-3.1900001,2.7575,171.034
,C5305,ZCDHRBAYNFWZBH-UHFFFAOYSA-N,CC(C(=O)c1ccc(cc1)C)CN1CCCCC1.Cl,-3.159943379,4.0396,281.821
,C2663,ZCDNRPPFBQDQHR-SSYATKPKSA-N,CC(=O)Oc1ccc(cc1)C1(Oc2ccccc2NC1=O)c1ccc(cc1)OC(=O)C,-5.555737902,3.9499,417.411
,C858,ZCEHOOLYWQBGQO-UHFFFAOYSA-N,CC(C1(CC=C(C)C)C(=O)NC(=O)NC1=O)C,-2.5899999,2.0087,238.283
,C2556,ZCIIPKQTVYFBHV-UHFFFAOYSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)[nH]c1c4ccc(c1)OC,-5.726688779,4.6357,666.715
,C6266,ZCKAMNXUHHNZLN-UHFFFAOYSA-N,CCN(CCOC(=O)C(c1ccccc1)(c1ccccc1)O)CC.Cl,-2.556639187,3.6095,363.878
,C5274,ZCKKHYXUQFTBIK-MDZDMXLPSA-N,SC/C(=N\CC12CC3CC(C2)(CC(C1)(C3)C)C)/N.Cl,-3.182453366,4.7723,302.906
,C7474,ZCKXWZJYZCFTMH-UHFFFAOYSA-L,CC(Cc1ccc(cc1)Cl)(N)C,-1.753648558,3.3201,183.678
,C4826,ZCKYMTCEZUCVKI-UHFFFAOYSA-L,CCOC(=O)/C=C\1/SC(C(=O)N1C)N1CCCCC1,-3.523654219,1.2839,284.374
,C6338,ZCMHKXGPLWEOBN-UHFFFAOYSA-N,CC[N+](CCCCC[N+]1(C)Cc2c(C1)c(Cl)c(c(c2Cl)Cl)Cl)(CC)C.[I-].[I-],-2.513683948,0.3839,682.076
,C4242,ZCQGVMCLCWQOPN-UHFFFAOYSA-N,C[N+]1(CCC[N+]2(C)CCCCC2)CCCCC1.[I-].[I-],-3.932765584,-3.4369,494.237
,C3317,ZCRYJNQQXADLBG-UHFFFAOYSA-N,C1CCN(C1)CCCC12CC3CC(C2)CC(C1)C3.Cl,-4.710415785,4.8187,283.88
,C3343,ZCSKNHZKNUEWOG-LVEZLNDCSA-N,Cc1ccc(cc1C)CCNCC1CCc2c(N1)cccc2.Cl,-4.68782698,5.1933,330.895
,C4416,ZCTJIMXXSXQXRI-KYJUHHDHSA-N,COC(c1cccc(c1)C(F)(F)F)CNCc1ccccc1.Cl,-3.791400634,5.3756,345.787
,C2837,ZCTXEAQXZGPWFG-UHFFFAOYSA-N,CN1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1.OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O,-5.300021057,2.3337,594.609
,C1917,ZCUIZHJZCMBRPN-UHFFFAOYSA-N,COc1cc2c(cc1Oc1cc(OC)c(cc1C[C@@H]1N(C)CCc3c1cc(OC)c(c3)OC)OC)C[C@H]1c3c2c(OC)c(OC)cc3CCN1C,-7.726858108,6.9387,696.828
,C9500,ZCUPBJOZMPROIJ-UHFFFAOYSA-N,OCN1C(=O)NC(=O)C1NC(=O)NCNC(=O)NC1C(=O)NC(=O)N1CO,0.410835965,-2.7053,388.294
,C1029,ZCUZNOKYZBDPMI-LIXABZRUSA-N,NC1=C2N=CN=C2N=C=N1,-2.1199999,-1.8152,133.111
,C7653,ZDASUJMDVPTNTF-UHFFFAOYSA-N,CCCCn1c(=O)c2n(C)cnc2n(c1=O)C,-1.625229726,0.2338,236.27
,C2612,ZDCRWTFSSYLCBS-SNAWJCMRSA-N,COc1ccc(c(c1)C)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,-5.638903442,5.7502,428.007
,C3867,ZDGVLDKCQRCCKI-ICDZXHCJSA-N,Brc1cc(Br)c2c(c1O)nccc2,-4.193797448,3.4654,302.95
,C7260,ZDHWSRRZUPRQBD-UHFFFAOYSA-N,COc1cc(/C=C/C(=O)N2COCC2)cc(c1OC)OC,-1.920797532,1.4798,293.315
,C2637,ZDJJYFKGWFWSON-UHFFFAOYSA-N,CSc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,-5.590721567,5.3531,393.585
,C6239,ZDKZHVNKFOXMND-UHFFFAOYSA-N,CCCN(C(C(=O)N(C)C)CC)C(=O)C=CC.CC=CC(=O)N(C(C(=O)N(C)C)CC)CC,-2.568636537,2.9457,466.657
,C2225,ZDLVTABGUOVWRV-UHFFFAOYSA-N,CNc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.410898088,5.1409,463.617
,C7755,ZDMXWGVLXYXVTN-XKRXHFONSA-N,CC1CCC2C1C(=O)OC=C2C,-1.563531776,2.1093,166.217
,C2306,ZDNCYUQHNGXFDO-UHFFFAOYSA-N,Clc1ccc(nc1)OCCCNCCSSCCNCCCOc1ccc(cn1)Cl.Cl.Cl,-6.201363277,6.9678,564.42
,C1763,ZDPACSAHMZADFZ-UHFFFAOYSA-N,C/C(=C/CNCC1CCC(CC1)CNC/C=C(\CCC=C(C)C)/C)/CCC=C(C)C.Cl.Cl,-10.00056858,9.7432,487.632
,C6209,ZDPHROOEEOARMN-UHFFFAOYSA-N,O=C(C(=C)c1ccccc1)OC1CC[NH+](CC1)C.[Cl-],-2.591372967,-0.5067,281.778
,C5524,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,COc1cc(OC)cc(c1C(=O)CCCN1CCCC1)OC.Cl,-3.02314889,3.511,343.846
,C561,ZDQJHKFXTFWZCY-UHFFFAOYSA-M,CCCCCCCCCCC(=O)O,-3.55,3.6018,186.291
,C3757,ZDQJMUIEQNGXTC-UHFFFAOYSA-N,O=c1c(Cl)c(C)[nH]c(c1Cl)C,-4.283389436,2.2985,192.043
,C8766,ZDQYSKICYIVCPN-UHFFFAOYSA-L,C1CCN(CC1)C=CC=CC=[N+]1CCCCC1.[Cl-],-0.562598318,-0.2899,268.825
,C6700,ZDTAJBBRWBBHSZ-LVEZLNDCSA-N,O=C1COc2c(N1CCC[NH+](C)C)cc(cc2)Cl.[Cl-],-2.272395516,-2.331,305.2
,C9169,ZDVJGWXFXGJSIU-SSDOTTSWSA-N,[O-]C(=O)CCC(=O)[O-].[Na+].[Na+],0.0913756,-2.7336,162.052
,C1814,ZDXPYRJPNDTMRX-GSVOUGTGSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,-8.921848136,5.1976,830.297
,C1278,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,CC(CC[C@H](O)C)C,-1.38,1.8034,116.201
,C1475,ZDYMIDKNTKMLQP-UHFFFAOYSA-N,NC(=O)CC[C@H](C(=O)O)N,-0.55000001,0.0644,146.145
,C114,ZDYPMKZEUSYJQI-LZYBPNLTSA-N,Clc1ccc(cc1)C(=C(Cl)Cl)c1ccccc1Cl,-6.3600001,6.1879,318.025
,C6774,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,O=C(c1ccccc1O)CCNCc1ccccc1.Cl,-2.234599141,3.9477,291.773
,C2749,ZEAJXCPGHPJVNP-UHFFFAOYSA-N,CN(CC/C=C\1/c2ccsc2CCc2c1cccc2)C,-5.443850257,4.2301,283.431
,C1950,ZEAMUSTYAYFLDF-UHFFFAOYSA-N,CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,-7.509412229,3.6505,807.879
,C6832,ZEBBLOXDLGIMEG-UHFFFAOYSA-N,OC(c1ccccc1)CNc1ccccn1,-2.186071918,2.3001,214.263
,C4581,ZEDGXSBAZFPSSM-UHFFFAOYSA-M,CCNC(=O)OCC(COC(=O)NCC)(CC)CC,-3.674894368,3.0668,274.357
,C6219,ZEHBWBDRLQCJBQ-UHFFFAOYSA-N,CCc1c(C)c[nH]c1C,-2.585185855,2.1939,123.196
,C9521,ZEHGKSPCAMLJDC-UHFFFAOYSA-M,O=C(c1ccccc1)Oc1ccc(cc1)[N+](C)(C)C.[Br-],0.446030423,0.1065,336.224
,C5878,ZEHYJZXQEQOSON-AATRIKPKSA-N,COc1cc(Cc2cnc(nc2N)N)cc(c1C(O)(C)C)OC,-2.794265907,2.6388,318.371
,C9687,ZEIYOHOWHPNINO-CAJRCRMVSA-N,CC(=O)OCC[N+](C)(C)C.[Br-],0.645672547,-2.7403,226.111
,C8474,ZEKLFUWSVQYTOO-UHFFFAOYSA-N,CCC(C#C)(/C=C/Cl)O,-0.923625055,1.5132,144.599
,C6125,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CC(C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-])N1CCN(CC1)C.O.O,-2.64896529,0.9351,345.352
,C3694,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,CN(CCCC1(O)c2ccccc2OCc2c1cccc2)C,-4.352764127,3.1567,297.391
,C8278,ZEOBTWIUYHOVNR-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F,-1.110697261,2.1897,351.348
,C984,ZEOMRHKTIYBETG-UHFFFAOYSA-N,O=c1cc[nH]c(=S)[nH]1,-2.26,0.4325,128.152
,C6845,ZERULLAPCVRMCO-UHFFFAOYSA-N,ClCCC1NC(=O)c2c(O1)ccc(c2)[NH3+].[Cl-],-2.179601328,-2.03,263.12
,C7978,ZESRJSPZRDMNHY-YFWFAHHUSA-N,c1ccc(cc1)c1nnco1,-1.386716986,1.7366,146.146
,C862,ZEVBVMDQMBCLIB-UHFFFAOYSA-N,CCCSCCC,-2.5799999,2.5396,118.24
,C508,ZEWQUBUPAILYHI-UHFFFAOYSA-N,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.75,3.6959,330.461
,C4527,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,SCCNCCCCCOc1ccc(cn1)Br.Cl.Cl,-3.704741159,4.9075,392.183
,C331,ZEYOIOAKZLALAP-UHFFFAOYSA-M,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,-4.52,4.8864,407.496
,C6425,ZFDPAZDODACYOG-UHFFFAOYSA-M,COc1ccc(cc1)C(=O)O,-2.457993233,1.3934,152.147
,C9100,ZFEBPJQSSNUJGT-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(=O)C)c(c(c1I)C(=O)[O-])I.[Na+],-0.025236216,1.9267,635.895
,C6666,ZFFLXJVVPHACEG-UHFFFAOYSA-N,Cc1c(NCS(=O)(=O)[O-])c(=O)n(n1C)c1ccccc1.[Na+],-2.300093897,1.5528,319.312
,C4728,ZFFMLCVRJBZUDZ-UHFFFAOYSA-N,O=C(Cc1ccccc1)NC1CCCCC1,-3.588120848,3.0689,217.307
,C4381,ZFFZCBQVQKRBHW-QREUMGABSA-N,FC1=C(F)C(F)(F)C(C(C1(F)F)(F)F)(F)F,-3.818610208,3.6918,262.048
,C538,ZFHGXWPMULPQSE-OVGMLNDJSA-N,CC(C(C)C)C,-3.6500001,2.2984,86.1754
,C1860,ZFHWDLYDBITDJK-UHFFFAOYSA-M,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.287333411,2.3198,405.016
,C66,ZFIBLEGGEPZAOM-UHFFFAOYSA-N,O=C([C@@H]1[C@H](C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1c(F)c(F)c(c(c1F)F)C,-7.3200002,5.5518,418.734
,C8622,ZFJBSYYIOPSWAE-UHFFFAOYSA-N,Cc1cccc(c1OCC[N+](C)(C)C)C.[Br-],-0.772208714,-0.6076,288.224
,C7070,ZFKJIMJKFOYFAL-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCOCC1,-2.05237325,3.0731,311.38
,C6153,ZFLIKDUSUDBGCD-UHFFFAOYSA-N,CCN(C(=O)Nc1ccccc1)CC,-2.623977233,2.6333,192.258
,C7956,ZFMITUMMTDLWHR-UHFFFAOYSA-N,COCCCNCC1COc2c(O1)cccc2.Cl,-1.412059352,2.6454,273.756
,C1507,ZFMSMUAANRJZFM-UHFFFAOYSA-N,O=C1NC(=O)C(=O)N1,-0.40000001,-0.99,114.06
,C1070,ZFOZGKFRTQWEQW-UHFFFAOYSA-N,Nc1cc(nc([n+]1[O-])N)N1CCCCC1,-1.99,1.8922,209.248
,C743,ZFPGARUNNKGOBB-UHFFFAOYSA-N,COc1ccc(cc1)CC=C,-2.9200001,2.4237,148.202
,C3988,ZFRBZRBCVWXTHC-UHFFFAOYSA-N,CCCCCCSCCCCCN1CCSC1.Cl,-4.115716338,5.2164,311.978
,C9120,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,CCN1CCCC1=O,0.006248949,0.5666,113.158
,C9682,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,NCCCCNCCSP(=O)(O)O,0.639854279,1.232,228.25
,C914,ZFUFAMMRSGTUQO-UHFFFAOYSA-N,Cc1c[nH]c2c1cccc2,-2.4200001,2.4763,131.174
,C5144,ZFULPIWVZQAEGU-RMZRELHQSA-N,OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1.Cl,-3.282530947,4.6803,323.901
,C8971,ZFVLHMJCLWOOOY-UHFFFAOYSA-N,CCOC(c1ccccc1)(c1ccccc1)C(=O)OCCN(C)C.Cl,-0.259930565,3.8735,363.878
,C3770,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,COc1ccc(cc1)N1CCN(CC1)CCC(/C=C/c1cc(OC)c(c(c1)OC)OC)O.Cl.Cl,-4.272872369,4.9143,515.47
,C6890,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.156180836,0.5826,239.271
,C1276,ZGENSUYRNWPOET-UHFFFAOYSA-N,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2,-1.39,-1.0397,180.164
,C512,ZGFASEKBKWVCGP-UHFFFAOYSA-N,CCCCCC=C,-3.73,2.7527,98.1861
,C7713,ZGGPNDKKJIWQJU-WDZFZDKYSA-N,C=CCOCC(Cn1ccnc1[N+](=O)[O-])O,-1.589736348,0.878,227.217
